"id","_time","longitude","latitude"
1,2008-02-03 03:50:31,116.69156,39.85141
1,2008-02-03 04:00:31,116.69161,39.85155
1,2008-02-03 04:10:31,116.69156,39.85161
1,2008-02-03 04:10:31,116.69156,39.85161
1,2008-02-03 04:20:31,116.6916,39.85156
1,2008-02-03 04:30:31,116.6918,39.85176
1,2008-02-03 04:40:31,116.69179,39.85177
1,2008-02-03 04:50:31,116.69176,39.85176
1,2008-02-03 05:00:31,116.69177,39.85175
1,2008-02-03 05:10:30,116.69157,39.85211
1,2008-02-03 05:20:30,116.69162,39.85157
1,2008-02-03 05:30:30,116.69162,39.85158
1,2008-02-03 05:40:30,116.69161,39.8516
1,2008-02-03 05:50:31,116.69138,39.85178
1,2008-02-03 06:00:31,116.69156,39.85166
1,2008-02-03 06:10:30,116.69129,39.85191
1,2008-02-03 06:20:30,116.69172,39.85176
1,2008-02-03 06:40:30,116.69165,39.85173
1,2008-02-03 06:50:30,116.69169,39.85142
1,2008-02-03 07:00:30,116.69164,39.85158
1,2008-02-03 07:10:30,116.69162,39.85163
1,2008-02-03 07:20:30,116.69161,39.85166
1,2008-02-03 07:40:30,116.69184,39.85188
1,2008-02-03 07:50:30,116.69165,39.85161
1,2008-02-03 08:10:29,116.6917,39.85163
1,2008-02-03 08:30:29,116.69171,39.85166
1,2008-02-03 08:40:29,116.69169,39.85168
1,2008-02-03 08:50:30,116.69169,39.85165
1,2008-02-03 09:00:30,116.69169,39.85163
1,2008-02-03 09:10:29,116.69169,39.85161
1,2008-02-03 09:20:29,116.69172,39.85106
1,2008-02-03 09:30:29,116.6917,39.85133
1,2008-02-03 09:40:29,116.69171,39.85165
1,2008-02-03 09:50:30,116.69165,39.85179
1,2008-02-03 10:00:29,116.69167,39.85173
1,2008-02-03 10:10:29,116.69156,39.8517
1,2008-02-03 10:20:29,116.69157,39.85171
1,2008-02-03 10:30:29,116.69285,39.85167
1,2008-02-03 10:40:29,116.65945,39.88563
1,2008-02-03 10:50:29,116.6174,39.9057
1,2008-02-03 11:00:29,116.57833,39.91297
1,2008-02-03 11:10:29,116.54256,39.91501
1,2008-02-03 11:20:28,116.51629,39.90905
1,2008-02-03 11:30:29,116.49705,39.90693
1,2008-02-03 11:40:29,116.43653,39.90566
1,2008-02-03 11:50:29,116.45075,39.87495
1,2008-02-03 12:00:29,116.45551,39.88319
1,2008-02-03 18:35:14,116.58425,39.91108
1,2008-02-03 18:45:14,116.62556,39.90534
1,2008-02-03 18:45:14,116.62556,39.90534
1,2008-02-03 18:55:14,116.63713,39.90953
1,2008-02-03 19:05:14,116.65749,39.88708
1,2008-02-03 19:15:14,116.69302,39.8516
1,2008-02-03 19:25:14,116.69149,39.85161
1,2008-02-03 19:35:14,116.6915,39.85161
1,2008-02-03 19:45:14,116.69152,39.85162
1,2008-02-03 19:55:14,116.69154,39.85162
1,2008-02-03 20:05:14,116.69155,39.85164
1,2008-02-03 20:15:13,116.69155,39.85165
1,2008-02-03 20:25:13,116.69155,39.85166
1,2008-02-03 20:35:13,116.69156,39.85166
1,2008-02-03 20:45:13,116.69156,39.85165
1,2008-02-03 20:55:14,116.69151,39.85193
1,2008-02-03 21:05:14,116.69159,39.85168
1,2008-02-03 21:15:13,116.69159,39.85162
1,2008-02-03 21:15:13,116.69159,39.85162
1,2008-02-03 21:35:13,116.69161,39.85195
1,2008-02-03 21:45:13,116.69164,39.8518
1,2008-02-03 21:55:14,116.69159,39.8517
1,2008-02-03 22:05:14,116.69162,39.85174
1,2008-02-03 22:15:13,116.6916,39.85172
1,2008-02-03 22:25:13,116.6916,39.85175
1,2008-02-03 22:35:13,116.69161,39.85178
1,2008-02-03 22:45:13,116.6916,39.85179
1,2008-02-03 22:55:13,116.6916,39.85181
1,2008-02-03 23:15:12,116.6916,39.85181
1,2008-02-03 23:15:12,116.6916,39.85181
1,2008-02-03 23:25:12,116.69163,39.85195
1,2008-02-03 23:35:13,116.69159,39.85173
1,2008-02-03 23:35:13,116.69159,39.85173
1,2008-02-03 23:45:12,116.69158,39.85175
1,2008-02-03 23:55:13,116.6916,39.85177
1,2008-02-04 00:05:13,116.69161,39.85172
1,2008-02-04 00:15:12,116.69163,39.85174
1,2008-02-04 00:25:12,116.69164,39.85173
1,2008-02-04 00:35:12,116.69167,39.8517
1,2008-02-04 00:45:12,116.69174,39.85169
1,2008-02-04 00:55:13,116.69162,39.85159
1,2008-02-04 01:05:13,116.69162,39.8516
1,2008-02-04 01:15:12,116.69162,39.85158
1,2008-02-04 01:25:12,116.69162,39.85158
1,2008-02-04 01:35:12,116.69162,39.85161
1,2008-02-04 01:45:12,116.69159,39.85188
1,2008-02-04 01:55:12,116.69162,39.85182
1,2008-02-04 02:05:12,116.69162,39.85176
1,2008-02-04 02:15:12,116.69169,39.8518
1,2008-02-04 02:25:11,116.69169,39.85172
1,2008-02-04 02:35:11,116.69163,39.85159
1,2008-02-04 02:45:11,116.69163,39.85167
1,2008-02-04 02:55:12,116.69164,39.85168
1,2008-02-04 03:05:12,116.69164,39.85169
1,2008-02-04 03:15:11,116.69164,39.85169
1,2008-02-04 03:25:11,116.69163,39.85168
1,2008-02-04 03:35:11,116.69163,39.85168
1,2008-02-04 03:45:11,116.69162,39.85169
1,2008-02-04 03:55:12,116.69162,39.85169
1,2008-02-04 04:05:12,116.69161,39.85169
1,2008-02-04 04:15:11,116.6916,39.85169
1,2008-02-04 04:25:11,116.6916,39.8517
1,2008-02-04 04:35:11,116.6916,39.8517
1,2008-02-04 04:45:11,116.69161,39.85171
1,2008-02-04 04:55:11,116.69159,39.85128
1,2008-02-04 05:05:11,116.69171,39.85171
1,2008-02-04 05:15:11,116.69166,39.85158
1,2008-02-04 05:25:11,116.69164,39.8516
1,2008-02-04 05:35:11,116.6916,39.85163
1,2008-02-04 05:45:11,116.69156,39.85164
1,2008-02-04 05:55:11,116.69155,39.85165
1,2008-02-04 06:05:11,116.69149,39.85166
1,2008-02-04 06:15:10,116.6915,39.85179
1,2008-02-04 06:25:10,116.6913,39.85196
1,2008-02-04 06:35:10,116.69141,39.85192
1,2008-02-04 06:45:10,116.69158,39.85164
1,2008-02-04 06:55:11,116.69158,39.85168
1,2008-02-04 06:55:11,116.69158,39.85168
1,2008-02-04 07:05:11,116.69139,39.8518
1,2008-02-04 07:15:10,116.6916,39.85167
1,2008-02-04 07:25:10,116.69162,39.85173
1,2008-02-04 07:35:10,116.69161,39.85174
1,2008-02-04 07:45:10,116.69162,39.85173
1,2008-02-04 07:55:11,116.69152,39.85141
1,2008-02-04 08:05:11,116.69165,39.85185
1,2008-02-04 08:15:10,116.69161,39.85176
1,2008-02-04 08:25:10,116.69163,39.85176
1,2008-02-04 08:35:10,116.69162,39.85172
1,2008-02-04 08:45:10,116.69163,39.8516
1,2008-02-04 08:55:10,116.69163,39.85156
1,2008-02-04 09:05:10,116.69163,39.85154
1,2008-02-04 09:15:09,116.69163,39.85152
1,2008-02-04 09:25:09,116.69159,39.85156
1,2008-02-04 09:35:10,116.69162,39.85166
1,2008-02-04 09:45:09,116.69163,39.85186
1,2008-02-04 09:55:10,116.69162,39.85185
1,2008-02-04 10:05:10,116.69162,39.85171
1,2008-02-04 10:15:09,116.67003,39.87709
1,2008-02-04 10:25:09,116.63086,39.9044
1,2008-02-04 10:35:09,116.57792,39.9129
1,2008-02-04 10:45:09,116.53787,39.915
1,2008-02-04 10:55:09,116.50839,39.90916
1,2008-02-04 11:05:09,116.5094,39.90679
1,2008-02-04 17:28:21,116.47511,39.91397
1,2008-02-04 17:28:21,116.47511,39.91397
1,2008-02-04 17:38:21,116.51175,39.9155
1,2008-02-04 17:48:21,116.51672,39.90887
1,2008-02-04 21:08:39,116.69169,39.85151
1,2008-02-04 21:18:38,116.69159,39.85204
1,2008-02-04 21:28:37,116.69158,39.85187
1,2008-02-04 21:38:37,116.69162,39.85178
1,2008-02-04 21:48:37,116.69161,39.85176
1,2008-02-04 22:08:38,116.6916,39.85179
1,2008-02-04 22:18:38,116.69158,39.85178
1,2008-02-04 22:28:37,116.69157,39.85179
1,2008-02-04 22:38:37,116.69157,39.85181
1,2008-02-04 22:48:37,116.69157,39.85182
1,2008-02-04 22:58:37,116.69157,39.85182
1,2008-02-04 23:08:37,116.69157,39.85182
1,2008-02-04 23:18:37,116.69157,39.85182
1,2008-02-04 23:28:37,116.69152,39.85145
1,2008-02-04 23:38:37,116.6915,39.85155
1,2008-02-04 23:48:37,116.69145,39.85184
1,2008-02-05 00:08:36,116.69153,39.85179
1,2008-02-05 00:18:37,116.69163,39.85167
1,2008-02-05 00:28:37,116.6916,39.85162
1,2008-02-05 00:38:36,116.69177,39.85202
1,2008-02-05 00:48:36,116.69166,39.85171
1,2008-02-05 00:58:37,116.69162,39.85172
1,2008-02-05 01:08:37,116.69161,39.85169
1,2008-02-05 01:18:36,116.69156,39.85125
1,2008-02-05 01:28:36,116.69165,39.85164
1,2008-02-05 01:38:36,116.69154,39.85172
1,2008-02-05 01:48:36,116.69157,39.85175
1,2008-02-05 01:58:37,116.69168,39.85171
1,2008-02-05 02:38:36,116.69194,39.85156
1,2008-02-05 02:48:36,116.69186,39.85159
1,2008-02-05 02:58:36,116.69182,39.85161
1,2008-02-05 02:58:36,116.69182,39.85161
1,2008-02-05 03:08:36,116.69166,39.85145
1,2008-02-05 03:18:35,116.69163,39.85163
1,2008-02-05 03:28:35,116.69163,39.85169
1,2008-02-05 03:48:35,116.69157,39.85161
1,2008-02-05 03:58:36,116.69155,39.85165
1,2008-02-05 04:08:36,116.69154,39.85166
1,2008-02-05 04:28:35,116.69153,39.85168
1,2008-02-05 04:38:35,116.69154,39.85171
1,2008-02-05 04:48:35,116.69154,39.85173
1,2008-02-05 04:58:36,116.69155,39.85173
1,2008-02-05 05:08:36,116.69153,39.85177
1,2008-02-05 05:18:35,116.69156,39.85165
1,2008-02-05 05:28:35,116.69113,39.85163
1,2008-02-05 05:38:35,116.69143,39.85148
1,2008-02-05 05:48:35,116.69168,39.85171
1,2008-02-05 05:58:35,116.69171,39.8517
1,2008-02-05 06:08:35,116.69162,39.8517
1,2008-02-05 06:18:35,116.69146,39.85185
1,2008-02-05 06:28:35,116.69156,39.85164
1,2008-02-05 06:38:34,116.69158,39.85182
1,2008-02-05 06:48:35,116.69158,39.85158
1,2008-02-05 06:58:34,116.69159,39.85166
1,2008-02-05 07:08:35,116.69157,39.85171
1,2008-02-05 07:18:35,116.69158,39.85173
1,2008-02-05 07:28:34,116.6916,39.85174
1,2008-02-05 07:38:34,116.69161,39.85175
1,2008-02-05 07:48:34,116.69162,39.85176
1,2008-02-05 07:48:34,116.69162,39.85176
1,2008-02-05 07:58:34,116.69162,39.85176
1,2008-02-05 08:08:35,116.69162,39.85177
1,2008-02-05 08:18:35,116.69162,39.85176
1,2008-02-05 08:28:34,116.69154,39.85166
1,2008-02-05 08:38:34,116.69155,39.85169
1,2008-02-05 08:48:34,116.69155,39.85172
1,2008-02-05 08:58:34,116.69156,39.85172
1,2008-02-05 09:08:34,116.69156,39.85169
1,2008-02-05 09:18:34,116.69157,39.85167
1,2008-02-05 09:28:34,116.6916,39.85152
1,2008-02-05 09:38:34,116.69159,39.85156
1,2008-02-05 09:48:34,116.69568,39.85251
1,2008-02-05 09:58:34,116.64668,39.89091
1,2008-02-05 10:08:34,116.59985,39.90881
1,2008-02-05 10:18:34,116.5531,39.91485
1,2008-02-05 10:28:33,116.49968,39.91468
1,2008-02-05 10:38:33,116.45678,39.91749
1,2008-02-05 10:48:33,116.43597,39.92573
1,2008-02-05 10:58:33,116.46352,39.91971
1,2008-02-05 11:08:34,116.46515,39.915
1,2008-02-05 11:12:36,116.45519,39.91569
1,2008-02-05 11:18:34,116.46086,39.9162
1,2008-02-05 11:28:33,116.4741,39.91413
1,2008-02-05 11:38:33,116.51525,39.9159
1,2008-02-05 15:01:23,116.49344,39.91441
1,2008-02-05 15:11:22,116.54716,39.92268
1,2008-02-05 15:21:21,116.52989,39.91537
1,2008-02-05 15:31:21,116.47556,39.92172
1,2008-02-05 15:41:21,116.45419,39.95203
1,2008-02-05 15:51:21,116.46794,39.94389
1,2008-02-05 16:01:21,116.44923,39.9797
1,2008-02-05 16:11:21,116.46175,39.99519
1,2008-02-05 16:11:21,116.46175,39.99519
1,2008-02-05 16:21:21,116.46455,39.96358
1,2008-02-05 16:31:21,116.45348,39.92281
1,2008-02-05 16:41:21,116.47822,39.92153
1,2008-02-05 16:51:21,116.46432,39.9139
1,2008-02-05 17:01:21,116.43523,39.92163
1,2008-02-05 17:11:21,116.43161,39.92234
1,2008-02-05 17:21:21,116.42843,39.90776
1,2008-02-05 17:31:20,116.4277,39.93528
1,2008-02-05 17:41:21,116.41563,39.9462
1,2008-02-05 17:51:20,116.43479,39.94799
1,2008-02-05 18:01:21,116.4546,39.98414
1,2008-02-05 18:11:21,116.46,39.98753
1,2008-02-05 18:21:21,116.48006,39.95789
1,2008-02-05 18:31:21,116.47179,39.92762
1,2008-02-05 18:41:20,116.50407,39.9147
1,2008-02-05 18:51:20,116.50337,39.90693
1,2008-02-05 22:05:42,116.69155,39.85164
1,2008-02-05 22:15:41,116.69155,39.8518
1,2008-02-05 22:25:41,116.69155,39.85179
1,2008-02-05 22:35:41,116.69156,39.85181
1,2008-02-05 22:45:41,116.69157,39.85183
1,2008-02-05 22:55:41,116.69157,39.85183
1,2008-02-05 23:05:42,116.69158,39.85183
1,2008-02-05 23:15:42,116.69159,39.85183
1,2008-02-05 23:25:41,116.69159,39.85183
1,2008-02-05 23:35:41,116.69159,39.85183
1,2008-02-05 23:45:41,116.69159,39.85182
1,2008-02-05 23:45:41,116.69159,39.85182
1,2008-02-05 23:55:41,116.69159,39.85182
1,2008-02-06 00:05:41,116.6916,39.85181
1,2008-02-06 00:15:41,116.6916,39.8518
1,2008-02-06 00:25:41,116.69185,39.85194
1,2008-02-06 00:35:40,116.69168,39.85189
1,2008-02-06 00:45:41,116.69142,39.85161
1,2008-02-06 01:05:41,116.69154,39.85169
1,2008-02-06 01:15:41,116.69155,39.85156
1,2008-02-06 01:25:40,116.69154,39.85179
1,2008-02-06 01:35:40,116.69153,39.85167
1,2008-02-06 01:45:40,116.69151,39.85157
1,2008-02-06 02:05:40,116.69173,39.85173
1,2008-02-06 02:15:41,116.69164,39.85178
1,2008-02-06 02:25:41,116.69163,39.85172
1,2008-02-06 02:35:40,116.69164,39.85171
1,2008-02-06 02:55:40,116.69167,39.85178
1,2008-02-06 03:05:40,116.69165,39.85165
1,2008-02-06 03:15:40,116.69163,39.85169
1,2008-02-06 03:25:40,116.69162,39.85169
1,2008-02-06 03:35:40,116.69162,39.85171
1,2008-02-06 03:45:40,116.69162,39.85172
1,2008-02-06 03:55:40,116.69154,39.8516
1,2008-02-06 04:05:39,116.69159,39.85155
1,2008-02-06 04:15:40,116.69156,39.85165
1,2008-02-06 04:25:40,116.69157,39.85172
1,2008-02-06 04:35:39,116.6916,39.85175
1,2008-02-06 04:35:39,116.6916,39.85175
1,2008-02-06 04:45:39,116.69161,39.85175
1,2008-02-06 04:55:39,116.69162,39.85175
1,2008-02-06 05:05:39,116.69162,39.85175
1,2008-02-06 05:15:40,116.69161,39.85176
1,2008-02-06 05:25:40,116.69155,39.85174
1,2008-02-06 05:35:39,116.69151,39.85175
1,2008-02-06 05:45:39,116.69152,39.85173
1,2008-02-06 05:55:39,116.69136,39.8518
1,2008-02-06 06:05:39,116.6915,39.85164
1,2008-02-06 06:25:39,116.69135,39.85206
1,2008-02-06 06:35:39,116.69157,39.85181
1,2008-02-06 06:45:39,116.69155,39.85165
1,2008-02-06 06:55:39,116.69155,39.85167
1,2008-02-06 07:05:39,116.69155,39.85168
1,2008-02-06 07:15:39,116.69156,39.85169
1,2008-02-06 07:25:39,116.69158,39.8517
1,2008-02-06 07:35:38,116.69159,39.8517
1,2008-02-06 07:45:38,116.69159,39.85171
1,2008-02-06 07:55:38,116.69148,39.85181
1,2008-02-06 08:05:38,116.69159,39.85185
1,2008-02-06 08:15:39,116.69159,39.85183
1,2008-02-06 08:25:39,116.69159,39.85181
1,2008-02-06 08:35:38,116.69159,39.85182
1,2008-02-06 08:45:38,116.69159,39.85181
1,2008-02-06 08:55:38,116.69159,39.8518
1,2008-02-06 09:05:38,116.69155,39.85173
1,2008-02-06 09:25:39,116.69159,39.8516
1,2008-02-06 09:25:39,116.69159,39.8516
1,2008-02-06 09:35:38,116.69159,39.85158
1,2008-02-06 09:45:38,116.69158,39.85183
1,2008-02-06 09:55:38,116.69157,39.8517
1,2008-02-06 10:15:38,116.63319,39.90081
1,2008-02-06 10:25:38,116.5727,39.91361
1,2008-02-06 10:35:37,116.51523,39.91522
1,2008-02-06 13:57:44,116.47354,39.98849
1,2008-02-06 14:07:43,116.47272,39.99651
1,2008-02-06 14:17:43,116.47284,39.97043
1,2008-02-06 14:27:43,116.48347,39.91296
1,2008-02-06 14:37:43,116.42589,39.85721
1,2008-02-06 14:47:43,116.35883,39.84292
1,2008-02-06 14:57:43,116.41487,39.85573
1,2008-02-06 15:07:43,116.46671,39.86658
1,2008-02-06 15:17:43,116.48331,39.89127
1,2008-02-06 15:27:43,116.48332,39.89113
1,2008-02-06 15:37:43,116.48335,39.89111
1,2008-02-06 15:37:43,116.48335,39.89111
1,2008-02-06 15:47:43,116.48364,39.89959
1,2008-02-06 15:57:43,116.51238,39.91654
1,2008-02-06 19:21:22,116.51167,39.92152
1,2008-02-06 19:31:21,116.51127,39.93078
1,2008-02-06 19:41:21,116.50382,39.90692
1,2008-02-06 23:01:32,116.69158,39.85137
1,2008-02-06 23:11:32,116.69158,39.85188
1,2008-02-06 23:21:31,116.69175,39.85119
1,2008-02-06 23:31:31,116.6914,39.85173
1,2008-02-06 23:31:31,116.6914,39.85173
1,2008-02-06 23:41:31,116.69173,39.8515
1,2008-02-06 23:51:31,116.69165,39.85158
1,2008-02-07 00:01:31,116.69169,39.85155
1,2008-02-07 00:11:31,116.69177,39.85174
1,2008-02-07 00:21:32,116.69172,39.8518
1,2008-02-07 00:31:32,116.69182,39.85192
1,2008-02-07 00:41:32,116.69185,39.85205
1,2008-02-07 00:51:31,116.69158,39.85171
1,2008-02-07 01:01:31,116.6916,39.8516
1,2008-02-07 01:11:31,116.69163,39.8516
1,2008-02-07 01:21:31,116.69165,39.85131
1,2008-02-07 01:31:31,116.6915,39.85147
1,2008-02-07 01:41:31,116.69174,39.85151
1,2008-02-07 01:51:30,116.69165,39.85141
1,2008-02-07 02:11:31,116.69146,39.85202
1,2008-02-07 02:21:31,116.69108,39.85159
1,2008-02-07 02:31:31,116.69137,39.85105
1,2008-02-07 02:41:30,116.6916,39.85157
1,2008-02-07 02:51:30,116.69157,39.85156
1,2008-02-07 03:01:30,116.69168,39.85207
1,2008-02-07 03:11:30,116.69153,39.85168
1,2008-02-07 03:21:31,116.69156,39.85152
1,2008-02-07 03:31:30,116.6916,39.85147
1,2008-02-07 03:41:30,116.69162,39.85146
1,2008-02-07 03:51:30,116.69175,39.85165
1,2008-02-07 04:01:30,116.69163,39.85167
1,2008-02-07 04:21:30,116.69174,39.85184
1,2008-02-07 04:21:30,116.69174,39.85184
1,2008-02-07 04:31:31,116.69163,39.85154
1,2008-02-07 04:41:30,116.69179,39.8516
1,2008-02-07 04:51:30,116.69178,39.85217
1,2008-02-07 05:01:30,116.69172,39.85141
1,2008-02-07 05:11:29,116.6916,39.85138
1,2008-02-07 05:21:30,116.69223,39.85128
1,2008-02-07 05:31:29,116.69164,39.85197
1,2008-02-07 05:41:30,116.69163,39.85198
1,2008-02-07 06:01:30,116.69172,39.85148
1,2008-02-07 06:11:29,116.69176,39.85144
1,2008-02-07 06:21:29,116.69152,39.85133
1,2008-02-07 06:31:29,116.69164,39.85111
1,2008-02-07 06:41:29,116.69164,39.85143
1,2008-02-07 06:51:30,116.69162,39.85136
1,2008-02-07 07:01:30,116.69173,39.85172
1,2008-02-07 07:11:29,116.69179,39.85186
1,2008-02-07 07:21:29,116.69164,39.8514
1,2008-02-07 07:31:29,116.69164,39.85141
1,2008-02-07 07:41:29,116.69171,39.85172
1,2008-02-07 07:51:29,116.69165,39.85152
1,2008-02-07 08:01:29,116.69164,39.85156
1,2008-02-07 08:11:29,116.69153,39.85192
1,2008-02-07 08:21:29,116.69167,39.85129
1,2008-02-07 08:41:29,116.69159,39.85178
1,2008-02-07 08:51:29,116.69159,39.85178
1,2008-02-07 09:01:29,116.69157,39.85273
1,2008-02-07 09:11:28,116.69172,39.85156
1,2008-02-07 09:11:28,116.69172,39.85156
1,2008-02-07 09:21:28,116.69147,39.85125
1,2008-02-07 09:31:28,116.69165,39.85177
1,2008-02-07 09:41:28,116.69169,39.85172
1,2008-02-07 09:51:29,116.69171,39.85172
1,2008-02-07 10:11:28,116.69164,39.85153
1,2008-02-07 10:21:28,116.69163,39.8516
1,2008-02-07 10:31:28,116.6916,39.85157
1,2008-02-07 10:41:28,116.69185,39.85139
1,2008-02-07 10:51:28,116.66018,39.88501
1,2008-02-07 11:01:28,116.59778,39.90824
1,2008-02-07 11:05:35,116.57738,39.91294
1,2008-02-07 11:11:28,116.53903,39.91508
1,2008-02-07 14:34:35,116.48572,39.93235
1,2008-02-07 14:44:35,116.51471,39.91661
1,2008-02-07 18:04:54,116.48366,39.94303
1,2008-02-07 18:24:52,116.4847,39.91423
1,2008-02-07 18:34:52,116.51731,39.91134
1,2008-02-07 18:44:52,116.56668,39.91402
1,2008-02-07 18:54:52,116.6014,39.90733
1,2008-02-07 19:04:53,116.65535,39.88832
1,2008-02-07 19:14:53,116.69152,39.85197
1,2008-02-07 19:24:52,116.69156,39.85179
1,2008-02-07 19:34:52,116.69181,39.85168
1,2008-02-07 19:34:52,116.69181,39.85168
1,2008-02-07 19:44:52,116.69179,39.85168
1,2008-02-07 19:54:52,116.69171,39.85199
1,2008-02-07 20:04:53,116.69156,39.85189
1,2008-02-07 20:14:53,116.69158,39.85191
1,2008-02-07 20:24:52,116.69158,39.85189
1,2008-02-07 20:34:52,116.6916,39.85171
1,2008-02-07 20:44:52,116.69164,39.85166
1,2008-02-07 20:54:52,116.69161,39.85167
1,2008-02-07 21:04:52,116.69159,39.85169
1,2008-02-07 21:14:52,116.69167,39.85149
1,2008-02-07 21:24:52,116.69166,39.85154
1,2008-02-07 21:34:52,116.69168,39.8518
1,2008-02-07 21:44:52,116.6917,39.85181
1,2008-02-07 21:54:52,116.69163,39.85181
1,2008-02-07 22:04:52,116.69152,39.85175
1,2008-02-07 22:14:52,116.69155,39.85173
1,2008-02-07 22:34:52,116.69136,39.85164
1,2008-02-07 22:44:52,116.69141,39.85171
1,2008-02-07 22:54:51,116.69173,39.8515
1,2008-02-07 23:04:51,116.6916,39.85172
1,2008-02-07 23:14:51,116.69156,39.85179
1,2008-02-07 23:24:51,116.69159,39.85184
1,2008-02-07 23:34:52,116.6916,39.85154
1,2008-02-07 23:44:52,116.6916,39.85152
1,2008-02-07 23:54:51,116.6916,39.85151
1,2008-02-08 00:04:51,116.6916,39.85156
1,2008-02-08 00:14:51,116.69187,39.85201
1,2008-02-08 00:24:51,116.69152,39.85167
1,2008-02-08 00:24:51,116.69152,39.85167
1,2008-02-08 00:34:51,116.69152,39.85161
1,2008-02-08 00:44:51,116.6915,39.85166
1,2008-02-08 00:54:51,116.69152,39.8516
1,2008-02-08 01:04:51,116.69152,39.85159
1,2008-02-08 01:14:50,116.69152,39.8516
1,2008-02-08 01:24:51,116.69151,39.85161
1,2008-02-08 01:34:51,116.69152,39.85161
1,2008-02-08 01:44:51,116.69151,39.85161
1,2008-02-08 01:54:51,116.69161,39.8518
1,2008-02-08 02:24:50,116.69173,39.85176
1,2008-02-08 02:54:51,116.69158,39.8516
1,2008-02-08 02:54:51,116.69158,39.8516
1,2008-02-08 03:04:50,116.69157,39.85177
1,2008-02-08 03:14:50,116.69156,39.8517
1,2008-02-08 03:24:50,116.69156,39.85169
1,2008-02-08 03:34:51,116.69155,39.8517
1,2008-02-08 03:44:51,116.69163,39.85136
1,2008-02-08 03:54:50,116.69153,39.85165
1,2008-02-08 04:04:50,116.69157,39.85169
1,2008-02-08 04:14:50,116.69177,39.85177
1,2008-02-08 04:24:50,116.69173,39.85179
1,2008-02-08 04:34:50,116.69165,39.8514
1,2008-02-08 04:44:50,116.69163,39.85147
1,2008-02-08 04:54:49,116.69169,39.85076
1,2008-02-08 05:04:49,116.69184,39.85102
1,2008-02-08 05:14:49,116.69102,39.85177
1,2008-02-08 05:24:49,116.69137,39.85165
1,2008-02-08 05:34:50,116.69145,39.85175
1,2008-02-08 05:44:50,116.69171,39.85187
1,2008-02-08 05:54:49,116.69163,39.85178
1,2008-02-08 06:04:49,116.6916,39.85176
1,2008-02-08 06:14:49,116.69137,39.8519
1,2008-02-08 06:24:49,116.69147,39.8517
1,2008-02-08 06:34:50,116.69152,39.85143
1,2008-02-08 06:44:49,116.6915,39.85161
1,2008-02-08 06:54:49,116.69152,39.85164
1,2008-02-08 07:04:49,116.69154,39.85165
1,2008-02-08 07:14:49,116.69149,39.85161
1,2008-02-08 07:24:49,116.69162,39.85164
1,2008-02-08 07:34:49,116.69159,39.85159
1,2008-02-08 07:44:49,116.69158,39.85165
